form	reading	gloss_en	gloss_hi	pos	section	example_ja	example_en	audio_path	vocab_id
水曜日	すいようび	Wednesday	बुधवार	noun	11. Time - Days, Weeks, Months, Years	水曜日に かいぎが あります。	There's a meeting on Wednesday.		n5.vocab.11-time-days-weeks-month.水曜日
木曜日	もくようび	Thursday	गुरुवार	noun	11. Time - Days, Weeks, Months, Years	木曜日は ピアノの 日です。	Thursday is piano day.		n5.vocab.11-time-days-weeks-month.木曜日
金曜日	きんようび	Friday	शुक्रवार	noun	11. Time - Days, Weeks, Months, Years	金曜日は 友だちと 出かけます。	On Friday I go out with friends.		n5.vocab.11-time-days-weeks-month.金曜日
土曜日	どようび	Saturday	शनिवार	noun	11. Time - Days, Weeks, Months, Years	土曜日は 休みです。	Saturday is a day off.		n5.vocab.11-time-days-weeks-month.土曜日
日曜日	にちようび	Sunday	रविवार	noun	11. Time - Days, Weeks, Months, Years	日曜日に 家ぞくと あいます。	On Sunday I see my family.		n5.vocab.11-time-days-weeks-month.日曜日
しゅうまつ	しゅうまつ	weekend	सप्ताहांत	noun	11. Time - Days, Weeks, Months, Years	しゅうまつに 友だちと あいます。	On the weekend I'll meet friends.		n5.vocab.11-time-days-weeks-month.しゅうまつ
月	つき	month, moon	महीना	noun	11. Time - Days, Weeks, Months, Years	月が きれいです。	The moon is beautiful.		n5.vocab.11-time-days-weeks-month.月
一月	いちがつ	January	जनवरी	noun	11. Time - Days, Weeks, Months, Years	一月は さむいです。	January is cold.		n5.vocab.11-time-days-weeks-month.一月
二月	にがつ	February	फ़रवरी	noun	11. Time - Days, Weeks, Months, Years	二月に たんじょうびが あります。	My birthday is in February.		n5.vocab.11-time-days-weeks-month.二月
三月	さんがつ	March	मार्च	noun	11. Time - Days, Weeks, Months, Years	三月は はるです。	March is spring.		n5.vocab.11-time-days-weeks-month.三月
四月	しがつ	April	अप्रैल	noun	11. Time - Days, Weeks, Months, Years	四月に 学校が はじまります。	School begins in April.		n5.vocab.11-time-days-weeks-month.四月
五月	ごがつ	May	मई	noun	11. Time - Days, Weeks, Months, Years	五月は あたたかいです。	May is warm.		n5.vocab.11-time-days-weeks-month.五月
六月	ろくがつ	June	जून	noun	11. Time - Days, Weeks, Months, Years	六月は 雨が おおいです。	June has lots of rain.		n5.vocab.11-time-days-weeks-month.六月
七月	しちがつ	July	जुलाई	noun	11. Time - Days, Weeks, Months, Years	七月は 夏です。	July is summer.		n5.vocab.11-time-days-weeks-month.七月
八月	はちがつ	August	अगस्त	noun	11. Time - Days, Weeks, Months, Years	八月は あついです。	August is hot.		n5.vocab.11-time-days-weeks-month.八月
九月	くがつ	September	सितंबर	noun	11. Time - Days, Weeks, Months, Years	九月に 学校が はじまります。	School starts in September.		n5.vocab.11-time-days-weeks-month.九月
十月	じゅうがつ	October	अक्तूबर	noun	11. Time - Days, Weeks, Months, Years	十月は すずしいです。	October is cool.		n5.vocab.11-time-days-weeks-month.十月
十一月	じゅういちがつ	November	नवंबर	noun	11. Time - Days, Weeks, Months, Years	十一月は あきです。	November is autumn.		n5.vocab.11-time-days-weeks-month.十一月
十二月	じゅうにがつ	December	दिसंबर	noun	11. Time - Days, Weeks, Months, Years	十二月は さむいです。	December is cold.		n5.vocab.11-time-days-weeks-month.十二月
先月	せんげつ	last month	पिछला महीना	noun	11. Time - Days, Weeks, Months, Years	先月 旅行しました。	I traveled last month.		n5.vocab.11-time-days-weeks-month.先月
今月	こんげつ	this month	इस महीना	noun	11. Time - Days, Weeks, Months, Years	今月は 五月です。	This month is May.		n5.vocab.11-time-days-weeks-month.今月
来月	らいげつ	next month	अगला महीना	noun	11. Time - Days, Weeks, Months, Years	来月 たんじょうびです。	My birthday is next month.		n5.vocab.11-time-days-weeks-month.来月
毎月	まいつき	every month	हर महीना	noun	11. Time - Days, Weeks, Months, Years	毎月 一回 あいます。	We meet once a month.		n5.vocab.11-time-days-weeks-month.毎月
年	とし / ねん	year	वर्ष	noun	11. Time - Days, Weeks, Months, Years	一年は 十二か月です。	One year is twelve months.		n5.vocab.11-time-days-weeks-month.年
きょねん	きょねん	last year	पिछला वर्ष	noun	11. Time - Days, Weeks, Months, Years	きょねん 日本に 行きました。	I went to Japan last year.		n5.vocab.11-time-days-weeks-month.きょねん
今年	ことし	this year	इस वर्ष	noun	11. Time - Days, Weeks, Months, Years	今年は あたらしい 学校に 行きます。	This year I go to a new school.		n5.vocab.11-time-days-weeks-month.今年
来年	らいねん	next year	अगला वर्ष	noun	11. Time - Days, Weeks, Months, Years	来年 大学生に なります。	Next year I will become a university student.		n5.vocab.11-time-days-weeks-month.来年
毎年	まいとし / まいねん	every year (まいとし is more common in conversation; まいねん in formal/written contexts)	हर वर्ष	noun	11. Time - Days, Weeks, Months, Years	毎年 たんじょうびを いわいます。	I celebrate my birthday every year.		n5.vocab.11-time-days-weeks-month.毎年
おととし	おととし	year before last	पिछले वर्ष से पहले	noun	11. Time - Days, Weeks, Months, Years	おととし 大学を そつぎょうしました。	I graduated university the year before last.		n5.vocab.11-time-days-weeks-month.おととし
さらいねん	さらいねん	year after next	अगले वर्ष के बाद	noun	11. Time - Days, Weeks, Months, Years	さらいねん 日本に 行きます。	I'll go to Japan the year after next.		n5.vocab.11-time-days-weeks-month.さらいねん
たんじょうび	たんじょうび	birthday	जन्मदिन	noun	11. Time - Days, Weeks, Months, Years	たんじょうびは 五月です。	My birthday is in May.		n5.vocab.11-time-days-weeks-month.たんじょうび
毎日	まいにち	every day	हर दिन	noun	12. Time - Frequency / Sequence	毎日 日本語を べんきょうします。	I study Japanese every day.		n5.vocab.12-time-frequency-sequen.毎日
まいあさ	まいあさ	every morning	हर सुबह	noun	12. Time - Frequency / Sequence	まいあさ コーヒーを 飲みます。	I drink coffee every morning.		n5.vocab.12-time-frequency-sequen.まいあさ
まいばん	まいばん	every night	हर रात	noun	12. Time - Frequency / Sequence	まいばん 本を 読みます。	I read a book every night.		n5.vocab.12-time-frequency-sequen.まいばん
いつも	いつも	always	हमेशा	adverb	12. Time - Frequency / Sequence	いつも 七時に おきます。	I always wake up at seven.		n5.vocab.12-time-frequency-sequen.いつも
よく	よく	often	अक्सर	adverb	12. Time - Frequency / Sequence	よく カフェに 行きます。	I often go to cafes.		n5.vocab.12-time-frequency-sequen.よく
時々	ときどき	sometimes	कभी-कभी	adverb	12. Time - Frequency / Sequence	時々 えいがを 見ます。	I sometimes watch movies.		n5.vocab.12-time-frequency-sequen.時々
たまに	たまに	occasionally	कभी-कभार	adverb	12. Time - Frequency / Sequence	たまに りょうりを します。	I occasionally cook.		n5.vocab.12-time-frequency-sequen.たまに
あまり	あまり	not very (with negative)	अधिक नहीं	adverb	12. Time - Frequency / Sequence	あまり 食べません。	I don't eat much.		n5.vocab.12-time-frequency-sequen.あまり
ぜんぜん	ぜんぜん	not at all (with negative)	बिलकुल नहीं	adverb	12. Time - Frequency / Sequence	ぜんぜん わかりません。	I don't understand at all.		n5.vocab.12-time-frequency-sequen.ぜんぜん
すぐ	すぐ	soon, immediately	तुरंत	adverb	12. Time - Frequency / Sequence	すぐ 来ます。	I'll come right away.		n5.vocab.12-time-frequency-sequen.すぐ
もう	もう	already (with affirmative); anymore (with negative); more (as in もう一つ)	पहले से / अब (नकारात्मक) / और (もう一つ)	adverb	12. Time - Frequency / Sequence	もう しゅくだいは おわりました。	I've already finished my homework.		n5.vocab.12-time-frequency-sequen.もう
もうすぐ	もうすぐ	soon, before long	जल्द ही	adverb	12. Time - Frequency / Sequence	もうすぐ 学校が はじまります。	School starts soon.		n5.vocab.12-time-frequency-sequen.もうすぐ
まだ	まだ	still, not yet	अभी / अब तक नहीं	adverb	12. Time - Frequency / Sequence	まだ ばんごはんを 食べていません。	I haven't eaten dinner yet.		n5.vocab.12-time-frequency-sequen.まだ
はじめて	はじめて	for the first time	पहली बार	adverb	12. Time - Frequency / Sequence	はじめて 日本に 行きました。	I went to Japan for the first time.		n5.vocab.12-time-frequency-sequen.はじめて
さいしょ	さいしょ	first, beginning	शुरू	noun	12. Time - Frequency / Sequence	さいしょに 名前を 書きます。	First, write your name.		n5.vocab.12-time-frequency-sequen.さいしょ
さいご	さいご	last, end	अंत	noun	12. Time - Frequency / Sequence	さいごに、はを みがきます。	Lastly, I brush my teeth.		n5.vocab.12-time-frequency-sequen.さいご
つぎ	つぎ	next	अगला	noun	12. Time - Frequency / Sequence	つぎは わたしです。	I'm next.		n5.vocab.12-time-frequency-sequen.つぎ
後で	あとで	later	बाद में	noun	12. Time - Frequency / Sequence	後で でんわします。	I'll call later.		n5.vocab.12-time-frequency-sequen.後で
前	まえ	before, in front	पहले / सामने	noun	12. Time - Frequency / Sequence	ねる 前に 本を 読みます。	I read a book before sleeping.		n5.vocab.12-time-frequency-sequen.前
ところ	ところ	place	स्थान	noun	13. Locations and Places (general)	しずかな ところで 休みます。	I rest in a quiet place.		n5.vocab.13-locations-and-places-.ところ
へや	へや	room	कमरा	noun	13. Locations and Places (general)	へやに 入ります。	I enter the room.		n5.vocab.13-locations-and-places-.へや
だいどころ	だいどころ	kitchen	रसोई	noun	13. Locations and Places (general)	だいどころで りょうりを します。	I cook in the kitchen.		n5.vocab.13-locations-and-places-.だいどころ
おてあらい	おてあらい	restroom	शौचालय (आदर)	noun	13. Locations and Places (general)	おてあらいは どこですか。	Where is the restroom?		n5.vocab.13-locations-and-places-.おてあらい
トイレ	トイレ	toilet	शौचालय	noun	13. Locations and Places (general)	トイレは あちらです。	The toilet is over there.		n5.vocab.13-locations-and-places-.トイレ
